id_venda;id_usuario;id_produto;quantidade;data_venda
9474;1198;750;4;2024-01-21 00:31:26
9475;7287;430;1;2024-11-18 22:53:30
9476;1414;11;5;2022-10-13 18:17:20
9477;920;246;4;2021-12-07 05:00:32
9478;7823;712;2;2023-04-24 10:13:31
9479;6823;986;3;2024-10-16 05:09:07
9480;1900;427;4;2022-12-21 19:33:05
9481;736;214;5;2024-10-11 02:31:11
9482;9414;26;1;2024-03-28 18:45:12
9483;1869;33;3;2025-07-05 09:08:25
9484;4811;298;4;2025-06-17 00:22:53
9485;7198;573;4;2023-08-18 05:25:32
9486;3827;593;3;2021-11-12 02:25:46
9487;1316;17;2;2022-01-21 08:34:21
9488;3446;941;2;2025-08-13 18:38:35
9489;1217;647;5;2023-04-21 04:28:37
9490;2398;712;5;2025-07-14 17:39:59
9491;4532;380;3;2023-07-09 13:41:15
9492;4437;589;3;2021-10-21 07:59:24
9493;4374;533;1;2025-04-05 03:40:19
9494;222;22;1;2025-01-22 20:55:24
9495;6030;382;5;2021-09-30 04:36:05
9496;7414;456;2;2025-02-12 10:31:39
9497;9231;935;5;2023-08-07 15:15:53
9498;7303;678;3;2022-04-02 05:42:29
9499;4660;473;5;2022-09-12 22:13:28
9500;4147;994;1;2022-11-14 07:00:14
9501;2441;982;1;2023-02-19 11:38:01
9502;7608;575;1;2023-04-10 11:54:42
9503;8692;854;4;2022-08-03 12:11:17
9504;7188;814;3;2023-04-24 21:30:00
9505;8342;19;2;2024-04-30 12:47:30
9506;7036;265;1;2023-08-24 22:37:09
9507;6222;36;4;2022-08-29 12:31:19
9508;4538;799;2;2021-10-07 08:15:19
9509;9635;52;2;2022-12-13 04:08:02
9510;8228;205;3;2022-03-02 22:38:14
9511;2738;152;5;2024-11-14 13:57:48
9512;4462;124;1;2022-08-07 12:20:35
9513;1721;548;4;2024-09-05 16:02:46
9514;6677;177;2;2023-04-24 08:49:18
9515;8770;993;5;2021-11-09 19:51:35
9516;7277;296;3;2024-11-23 09:34:51
9517;3541;583;2;2024-11-03 14:33:04
9518;3078;21;5;2023-02-16 14:35:40
9519;6468;44;5;2022-11-24 21:15:06
9520;1713;306;2;2023-11-15 12:17:28
9521;6988;3;5;2021-11-25 22:35:34
9522;576;561;1;2023-02-10 08:57:43
9523;7267;462;3;2025-04-03 13:28:34
9524;9784;941;5;2023-09-15 20:33:36
9525;8325;520;3;2023-06-05 01:10:39
9526;9596;502;4;2024-08-01 22:34:23
9527;4941;917;4;2021-10-27 01:55:12
9528;8607;815;1;2022-08-01 20:59:32
9529;3545;319;1;2023-07-20 19:12:14
9530;8329;120;4;2022-06-19 02:49:07
9531;1790;652;3;2022-10-06 04:44:25
9532;504;75;1;2022-12-30 19:21:39
9533;1200;247;1;2025-07-03 22:06:42
9534;6534;907;5;2024-11-06 06:44:48
9535;740;224;2;2023-04-03 01:50:51
9536;3176;685;4;2024-11-02 15:37:15
9537;2061;273;3;2025-01-24 09:14:58
9538;9358;13;2;2024-04-12 06:44:23
9539;9188;489;2;2022-04-14 11:37:54
9540;8826;52;5;2023-03-03 19:32:52
9541;9870;66;3;2024-03-22 13:00:51
9542;6523;181;5;2024-05-04 16:19:33
9543;2908;730;4;2023-10-28 00:24:14
9544;1725;760;4;2023-03-27 18:52:33
9545;9471;497;2;2023-11-29 00:00:35
9546;7369;602;2;2024-08-25 06:56:42
9547;2755;746;5;2022-09-14 21:48:23
9548;7731;967;3;2023-10-02 20:08:19
9549;5571;601;5;2024-05-30 23:04:04
9550;1647;761;4;2025-07-10 23:47:56
9551;9001;246;2;2023-12-28 20:13:29
9552;2491;1;1;2025-05-23 19:24:00
9553;1620;173;4;2022-10-16 19:06:06
9554;9832;3;1;2024-11-26 09:15:58
9555;3832;521;5;2022-07-27 10:56:55
9556;3650;103;2;2022-08-25 11:52:56
9557;5378;385;5;2022-03-23 19:21:18
9558;7727;47;4;2025-01-13 16:52:50
9559;8838;896;2;2025-05-15 04:17:04
9560;547;456;2;2022-07-24 12:46:20
9561;9078;312;4;2021-12-21 07:44:08
9562;318;34;4;2025-03-16 09:28:01
9563;29;661;3;2021-11-21 08:46:00
9564;2260;280;4;2021-12-01 18:03:48
9565;4878;295;4;2025-06-19 01:46:08
9566;1968;541;3;2022-11-11 02:24:28
9567;7746;952;1;2025-08-20 11:49:14
9568;979;787;4;2025-05-05 10:08:46
9569;5672;138;2;2024-10-12 23:31:35
9570;5557;878;4;2023-12-06 17:00:55
9571;3587;932;1;2024-02-05 03:40:51
9572;722;93;4;2024-04-07 00:19:17
9573;9786;61;1;2023-03-06 01:30:31
9574;9136;613;1;2021-09-24 21:02:51
9575;5551;850;5;2024-10-13 14:47:37
9576;8842;966;5;2025-04-08 06:09:52
9577;2209;919;3;2022-11-29 16:24:53
9578;1866;939;4;2023-05-06 22:16:56
9579;8280;333;5;2023-12-31 04:56:24
9580;1507;395;1;2023-02-14 02:51:06
9581;1665;564;4;2024-02-25 16:18:58
9582;7168;361;1;2023-09-17 08:08:21
9583;1258;878;2;2023-07-09 16:19:47
9584;2241;788;3;2025-01-17 22:15:18
9585;2170;225;4;2025-02-02 22:06:29
9586;2770;602;4;2024-05-09 10:39:08
9587;4668;360;4;2023-06-23 03:04:16
9588;1188;479;3;2025-02-13 11:03:02
9589;3769;37;3;2022-04-27 11:35:48
9590;1519;331;3;2022-04-16 15:41:03
9591;1950;574;1;2023-12-22 21:55:38
9592;9864;887;3;2022-08-31 19:06:24
9593;5082;454;3;2023-10-03 16:16:51
9594;9210;140;3;2022-02-04 09:32:16
9595;5385;958;4;2025-02-11 05:21:13
9596;3886;381;3;2023-04-18 19:55:33
9597;9050;519;3;2025-07-25 21:05:48
9598;3306;846;4;2022-02-20 17:20:46
9599;830;53;3;2022-08-27 16:21:51
9600;2859;550;4;2023-09-28 13:49:39
9601;9612;488;1;2023-11-21 06:12:19
9602;3601;353;1;2023-08-11 01:03:10
9603;8326;252;2;2025-07-29 19:16:44
9604;3688;528;1;2023-12-20 13:25:40
9605;7000;619;1;2025-05-10 18:27:47
9606;1738;180;4;2024-06-02 21:41:28
9607;4701;367;3;2023-10-08 05:42:28
9608;3864;873;2;2022-07-24 12:02:20
9609;9349;909;3;2023-08-18 05:56:52
9610;6734;964;1;2022-12-09 16:54:41
9611;8523;81;1;2022-01-21 01:47:41
9612;7985;603;3;2022-04-12 12:36:09
9613;5934;519;4;2024-07-10 02:27:41
9614;2003;787;3;2025-01-31 19:38:25
9615;3880;215;5;2023-10-21 13:12:44
9616;4700;139;2;2022-10-23 09:33:35
9617;7860;778;4;2024-04-15 19:36:24
9618;9323;305;2;2022-07-04 13:30:00
9619;726;688;5;2025-03-11 22:04:11
9620;2121;433;5;2024-09-21 13:18:28
9621;2391;482;5;2025-05-20 23:55:35
9622;3384;901;2;2024-10-20 11:55:53
9623;2610;180;4;2025-05-30 21:55:24
9624;6511;756;2;2023-05-23 21:00:05
9625;4538;785;4;2022-05-15 22:52:33
9626;7661;553;1;2023-06-13 11:59:47
9627;550;253;5;2024-07-11 02:46:04
9628;6263;957;3;2025-04-08 17:31:28
9629;5560;407;2;2021-10-29 05:56:53
9630;1108;20;4;2025-07-03 13:49:34
9631;1022;203;2;2022-04-01 02:26:00
9632;1445;274;2;2024-09-11 08:19:46
9633;8556;573;5;2025-01-07 07:16:27
9634;5176;407;2;2025-03-15 12:22:08
9635;2036;314;3;2025-02-25 14:48:21
9636;6167;461;4;2024-12-10 22:39:19
9637;2312;31;2;2024-01-30 07:10:00
9638;9437;165;2;2025-03-31 20:40:10
9639;6539;942;5;2023-09-14 08:14:53
9640;753;2;3;2022-02-02 14:04:32
9641;5978;619;2;2021-10-26 09:43:30
9642;4819;121;4;2025-02-27 04:14:36
9643;9239;998;2;2025-08-06 06:59:13
9644;6481;444;2;2024-11-08 11:14:53
9645;2507;495;2;2023-03-08 12:04:15
9646;9357;800;2;2024-12-09 14:43:33
9647;2090;36;3;2024-10-16 01:58:02
9648;3818;814;5;2023-08-04 16:30:56
9649;2827;569;5;2024-04-19 02:34:52
9650;4544;415;4;2025-08-04 08:04:53
9651;5255;984;3;2022-04-15 18:21:13
9652;924;226;2;2025-05-13 04:09:41
9653;5399;303;4;2022-04-14 01:53:47
9654;2331;191;3;2022-08-05 15:37:10
9655;2248;991;5;2025-02-02 22:50:32
9656;8708;872;1;2022-11-04 13:39:41
9657;3049;801;3;2025-08-11 10:52:35
9658;318;14;2;2023-10-25 18:36:57
9659;2975;515;5;2023-12-28 14:40:15
9660;7492;458;5;2023-07-04 18:00:43
9661;5607;182;3;2023-01-06 23:08:34
9662;9541;803;4;2025-01-14 15:16:42
9663;907;218;1;2024-11-15 13:58:19
9664;8923;248;1;2023-11-18 02:46:21
9665;9823;228;5;2023-09-16 13:49:38
9666;1688;861;3;2022-10-10 23:32:01
9667;8137;273;4;2024-12-17 19:52:52
9668;5520;680;4;2024-02-02 08:35:12
9669;4099;478;4;2024-12-21 02:18:18
9670;4649;522;4;2024-08-07 19:19:18
9671;9982;806;2;2022-01-29 02:42:47
9672;4026;916;5;2022-10-27 16:28:35
9673;1911;195;3;2022-04-01 13:44:04
9674;9782;878;5;2023-10-21 12:10:42
9675;1041;337;3;2024-04-21 20:12:07
9676;7381;981;1;2022-05-25 07:16:29
9677;9708;590;4;2024-04-11 11:16:18
9678;6235;785;5;2022-07-17 19:55:54
9679;862;633;4;2025-06-06 17:37:50
9680;7119;446;1;2025-07-21 17:30:48
9681;5015;892;4;2022-04-25 19:54:23
9682;6542;172;5;2023-10-09 15:57:51
9683;7499;731;2;2024-02-02 11:48:41
9684;8029;434;2;2022-03-28 08:36:12
9685;5126;934;5;2025-03-28 10:28:13
9686;6403;885;5;2022-07-06 15:53:02
9687;560;13;2;2025-01-16 03:05:36
9688;5460;427;2;2024-05-07 01:18:20
9689;7142;289;1;2025-07-03 15:08:23
9690;4754;94;3;2022-12-28 05:13:19
9691;2358;378;4;2024-04-03 15:24:46
9692;9670;359;3;2022-10-19 20:08:44
9693;1243;461;4;2024-08-26 07:03:45
9694;8581;807;3;2024-03-12 22:47:12
9695;7391;614;3;2025-03-13 12:16:53
9696;260;854;5;2024-04-27 07:30:56
9697;7032;119;2;2025-04-27 03:46:52
9698;9833;66;4;2022-01-07 12:23:01
9699;7319;864;5;2024-11-20 14:48:52
9700;290;837;1;2024-10-01 11:26:00
9701;8331;785;3;2022-01-02 02:07:44
9702;6820;624;1;2024-01-12 08:04:57
9703;990;338;1;2024-11-06 05:05:29
9704;6952;626;3;2022-09-29 19:46:56
9705;1774;180;4;2025-05-22 17:45:59
9706;8553;963;3;2024-05-04 12:12:07
9707;8185;272;4;2022-02-15 14:57:40
9708;4833;35;5;2025-06-29 03:52:45
9709;4525;289;3;2025-08-05 06:47:43
9710;8820;426;4;2022-09-18 20:54:46
9711;1889;662;2;2023-01-19 17:05:14
9712;2281;93;1;2025-06-04 15:16:17
9713;2459;761;2;2023-01-03 11:47:32
9714;9549;827;3;2024-04-20 00:39:04
9715;4432;809;3;2025-01-07 06:26:24
9716;920;499;1;2024-05-29 02:30:04
9717;9411;523;3;2024-11-22 03:53:46
9718;2460;606;4;2022-05-28 00:01:42
9719;7828;957;1;2024-04-07 14:43:44
9720;1903;276;4;2024-09-26 22:26:03
9721;3673;913;4;2024-05-30 04:13:33
9722;4558;357;5;2024-05-09 21:49:07
9723;64;904;1;2021-12-17 10:42:46
9724;1016;418;4;2023-04-21 13:09:05
9725;1152;90;2;2022-11-18 19:39:49
9726;5624;356;4;2022-08-05 19:54:55
9727;1255;764;2;2023-10-23 08:19:15
9728;8257;494;5;2024-12-06 02:44:32
9729;8586;437;5;2025-03-21 08:34:28
9730;5896;639;2;2024-02-10 11:24:26
9731;4421;773;3;2023-10-13 00:34:29
9732;6166;130;3;2025-05-12 20:21:02
9733;7606;32;1;2022-07-02 13:27:20
9734;5961;326;3;2022-12-11 20:08:20
9735;7548;762;1;2023-09-12 23:12:52
9736;6594;146;1;2023-10-18 08:40:40
9737;5637;701;2;2025-09-07 08:17:19
9738;3779;725;2;2021-10-07 11:13:36
9739;1332;521;4;2025-02-15 20:33:05
9740;4857;154;4;2023-06-21 04:56:43
9741;8269;8;5;2024-09-09 01:30:15
9742;8311;847;1;2024-09-30 12:38:25
9743;3020;162;4;2023-11-19 06:31:14
9744;8604;99;3;2022-12-13 01:17:53
9745;1424;91;2;2023-09-25 22:10:55
9746;1204;250;1;2024-02-26 06:14:21
9747;5;703;1;2024-08-10 22:11:38
9748;3950;935;2;2025-06-14 18:16:10
9749;8700;935;2;2023-03-04 19:56:41
9750;8797;639;5;2022-04-19 08:55:28
9751;356;175;4;2025-09-10 06:15:58
9752;291;801;2;2023-09-03 13:06:12
9753;9253;31;1;2024-06-23 07:04:44
9754;9255;180;3;2024-12-05 12:32:41
9755;8774;159;1;2023-10-20 00:41:53
9756;9633;93;4;2021-10-01 00:48:45
9757;7552;797;5;2025-06-20 05:06:01
9758;2390;623;4;2022-05-30 22:16:24
9759;9375;280;5;2024-01-04 10:46:07
9760;8116;203;3;2024-10-12 16:10:33
9761;8166;816;5;2023-09-17 19:13:11
9762;6302;374;5;2022-03-17 23:38:42
9763;6945;683;3;2025-05-02 19:59:44
9764;5495;301;4;2024-10-02 06:37:12
9765;3835;442;4;2023-10-20 05:05:01
9766;7168;834;4;2023-12-18 17:33:44
9767;5405;795;2;2024-02-25 23:18:54
9768;6164;284;1;2022-03-30 00:44:19
9769;6140;843;1;2024-06-20 19:24:27
9770;5563;307;2;2023-05-05 18:28:42
9771;1988;128;4;2022-01-16 01:08:47
9772;5928;537;5;2023-07-15 02:03:59
9773;538;820;3;2025-09-12 10:43:40
9774;5157;634;3;2022-01-27 03:07:20
9775;9524;617;1;2023-11-10 19:34:54
9776;3524;298;5;2022-12-28 18:48:35
9777;2592;800;5;2023-11-08 17:30:07
9778;7332;463;3;2025-07-29 15:18:47
9779;3649;313;3;2021-12-30 06:23:54
9780;1028;341;2;2025-03-04 14:40:57
9781;260;393;3;2023-04-26 10:22:08
9782;1706;726;3;2022-06-07 01:35:11
9783;2806;665;3;2024-03-13 11:32:26
9784;6351;871;3;2022-09-11 02:57:16
9785;6947;672;3;2022-03-06 11:28:37
9786;5583;988;4;2023-11-02 20:12:28
9787;4108;74;1;2023-03-15 19:48:52
9788;291;265;4;2024-02-15 23:58:11
9789;6518;298;2;2025-01-27 18:45:51
9790;2917;306;1;2023-08-05 03:51:23
9791;6401;76;5;2022-10-18 04:02:36
9792;6990;383;5;2021-12-22 20:03:55
9793;6950;556;1;2025-08-04 21:37:23
9794;9379;703;5;2024-09-06 08:31:41
9795;8865;193;4;2024-07-27 00:42:42
9796;6331;829;4;2022-10-20 12:34:25
9797;4458;874;3;2023-07-28 13:00:09
9798;264;458;3;2024-10-20 08:45:41
9799;1705;296;4;2022-04-01 07:29:42
9800;4678;65;2;2023-02-24 05:37:18
9801;9187;1;4;2023-04-08 04:23:22
9802;9868;983;1;2025-06-18 04:25:06
9803;6326;544;3;2024-11-23 12:15:17
9804;2305;528;3;2024-08-24 10:25:22
9805;5009;698;3;2023-10-23 08:31:23
9806;5891;163;2;2022-02-02 20:55:28
9807;2578;188;2;2023-08-10 09:37:56
9808;4619;998;2;2024-05-03 17:20:11
9809;3622;407;4;2023-01-21 22:24:21
9810;2679;796;3;2024-06-24 04:22:43
9811;9210;449;5;2023-10-27 17:39:46
9812;7247;491;3;2024-07-24 08:19:27
9813;9929;106;4;2021-12-02 20:49:41
9814;3406;673;2;2025-01-10 09:02:53
9815;9567;160;5;2022-08-20 02:17:57
9816;6807;2;5;2025-06-07 19:59:39
9817;6336;118;2;2022-06-14 08:52:45
9818;6470;408;4;2023-08-12 03:24:50
9819;1128;510;2;2022-04-21 11:45:01
9820;6464;494;5;2023-08-13 13:12:42
9821;7730;63;1;2025-06-15 12:00:02
9822;4876;741;4;2022-05-16 01:15:58
9823;1569;271;5;2022-10-07 05:17:02
9824;656;251;1;2024-02-14 20:41:53
9825;1020;688;1;2025-08-26 09:10:22
9826;3161;218;3;2024-05-10 12:09:54
9827;5453;657;1;2021-10-06 02:39:43
9828;1894;707;5;2024-02-03 08:47:37
9829;6180;543;5;2022-11-26 20:40:19
9830;73;745;1;2023-11-02 00:46:21
9831;6731;926;4;2023-11-28 20:23:34
9832;5416;771;5;2023-12-18 20:52:55
9833;8504;330;3;2023-08-16 14:09:48
9834;1837;625;1;2022-09-13 02:54:45
9835;3763;382;4;2024-11-27 20:17:45
9836;6948;769;2;2024-08-18 18:32:42
9837;4173;133;5;2025-02-02 22:58:40
9838;4589;862;1;2022-04-12 15:13:03
9839;8225;987;2;2025-03-20 06:59:18
9840;3808;928;4;2024-04-12 01:18:13
9841;2096;573;1;2023-05-09 20:25:31
9842;5427;25;1;2024-01-13 12:19:47
9843;404;604;4;2022-04-22 19:25:16
9844;6647;607;1;2024-10-25 06:55:53
9845;4071;254;1;2024-04-30 08:03:57
9846;8119;629;2;2024-04-17 03:12:58
9847;1108;666;2;2024-09-02 11:13:08
9848;1127;430;2;2024-09-29 04:05:27
9849;5254;936;4;2022-01-05 09:42:15
9850;8846;261;5;2025-05-07 08:19:38
9851;6427;600;3;2023-10-29 05:02:29
9852;6193;445;5;2024-04-25 11:55:17
9853;4845;685;5;2023-03-11 19:21:23
9854;4502;4;4;2023-06-29 17:24:59
9855;4458;301;1;2023-10-23 04:59:41
9856;9702;40;1;2025-03-07 18:32:30
9857;9124;485;3;2025-07-24 06:02:40
9858;2789;637;4;2023-09-28 01:00:14
9859;2576;432;3;2023-09-12 00:26:33
9860;5263;428;5;2021-09-28 23:29:34
9861;3684;69;5;2025-09-07 15:46:51
9862;5392;766;3;2023-12-06 21:50:34
9863;9999;799;4;2022-05-24 17:14:03
9864;9745;765;1;2023-08-18 16:22:59
9865;5865;775;4;2025-02-17 04:02:06
9866;160;795;5;2023-07-04 01:09:27
9867;3108;630;1;2023-04-03 10:04:54
9868;3358;927;4;2023-11-21 02:30:03
9869;8740;816;1;2022-05-02 15:00:06
9870;6872;41;3;2022-04-06 01:07:11
9871;9500;697;2;2023-03-29 11:11:34
9872;1434;387;1;2023-07-08 06:15:36
9873;1670;145;1;2022-01-26 03:21:30
9874;5046;445;4;2022-08-10 21:38:57
9875;6439;399;3;2022-12-13 13:19:40
9876;8862;936;2;2024-12-20 04:45:36
9877;423;495;5;2022-12-17 13:04:33
9878;7615;38;2;2024-09-29 02:37:53
9879;4748;163;1;2024-05-03 14:38:54
9880;9758;408;4;2025-06-18 12:27:23
9881;7042;848;1;2022-05-10 00:52:38
9882;9093;584;1;2022-01-03 02:07:15
9883;4090;56;3;2024-07-28 12:36:57
9884;7459;34;5;2024-01-16 18:50:33
9885;808;471;5;2022-03-19 22:44:08
9886;1451;855;2;2022-07-25 15:49:15
9887;2437;429;3;2022-10-03 12:48:10
9888;5289;822;3;2024-11-13 07:19:37
9889;188;523;5;2022-07-10 22:23:29
9890;8052;547;3;2024-10-26 21:26:01
9891;6623;132;3;2022-09-08 02:27:19
9892;1396;381;1;2021-10-02 10:46:00
9893;5590;599;4;2022-03-05 22:05:54
9894;7220;293;1;2022-06-23 02:18:02
9895;3923;205;1;2022-10-13 09:38:51
9896;1105;923;4;2024-03-03 04:14:36
9897;8662;137;1;2023-04-20 12:12:29
9898;4138;165;3;2023-03-04 12:25:29
9899;9336;324;3;2023-08-19 07:25:13
9900;6886;873;4;2022-08-02 18:05:57
9901;1434;210;4;2022-06-23 14:23:13
9902;9196;462;5;2024-12-03 23:51:52
9903;9146;974;4;2025-02-15 04:20:37
9904;1075;103;4;2022-01-21 17:37:51
9905;1158;245;3;2023-08-30 16:16:36
9906;5687;972;2;2024-12-05 05:53:33
9907;7679;915;4;2024-04-18 17:24:30
9908;6619;303;4;2021-09-22 00:19:30
9909;9146;165;5;2024-11-01 05:05:59
9910;7457;623;3;2025-03-18 17:38:18
9911;5636;947;2;2025-08-19 08:58:00
9912;1853;248;2;2025-09-19 01:11:35
9913;8029;56;5;2025-07-31 11:24:11
9914;948;88;3;2024-01-18 04:40:52
9915;96;919;3;2025-09-12 20:41:26
9916;7251;559;4;2024-07-30 00:53:36
9917;6335;518;1;2024-10-04 00:11:10
9918;3923;606;2;2023-07-24 04:15:15
9919;2436;699;1;2022-04-03 16:03:25
9920;9269;623;2;2022-01-16 04:24:26
9921;3851;52;5;2025-09-11 08:15:33
9922;1966;97;2;2025-01-13 22:05:52
9923;5559;582;2;2025-06-17 01:52:13
9924;109;121;3;2022-08-11 09:27:13
9925;8243;702;3;2025-03-30 22:33:11
9926;5652;94;2;2023-04-05 02:30:12
9927;3637;406;1;2024-08-09 08:52:57
9928;1474;234;2;2023-03-08 09:23:42
9929;3721;324;1;2024-06-10 23:32:21
9930;6922;579;2;2023-12-09 03:42:15
9931;4364;489;2;2024-09-20 20:18:28
9932;5257;250;4;2024-01-07 13:19:04
9933;4931;889;4;2025-03-17 02:50:58
9934;864;485;1;2025-09-05 03:05:50
9935;7811;612;1;2022-01-31 21:02:22
9936;1462;725;1;2023-11-24 02:09:11
9937;8700;319;5;2024-04-09 04:42:03
9938;774;148;3;2022-10-26 17:49:35
9939;3928;145;1;2025-02-10 10:22:09
9940;9307;151;1;2022-11-09 13:11:59
9941;2870;287;5;2023-07-08 07:16:00
9942;4791;483;3;2022-08-22 05:52:52
9943;5029;329;2;2024-01-30 04:09:01
9944;2750;13;3;2025-02-15 00:33:54
9945;4380;582;5;2024-05-11 03:06:51
9946;5717;644;5;2022-10-22 16:35:39
9947;7808;747;2;2024-12-21 15:57:24
9948;4422;935;5;2022-09-19 00:05:49
9949;2531;901;3;2023-10-23 00:40:33
9950;5024;181;2;2024-02-29 00:01:53
9951;3625;886;2;2022-02-26 01:14:58
9952;6423;928;5;2022-04-20 20:56:29
9953;4638;162;3;2025-01-30 03:46:15
9954;8876;932;3;2023-08-03 05:08:07
9955;4152;829;5;2022-08-05 07:56:07
9956;9566;898;2;2023-01-27 14:38:21
9957;8283;186;1;2024-01-27 20:05:07
9958;5486;886;2;2024-09-25 12:21:28
9959;2564;518;3;2023-02-27 21:12:48
9960;7680;529;2;2023-02-09 19:12:37
9961;238;910;3;2023-02-27 14:15:51
9962;1728;975;4;2024-10-16 19:53:12
9963;7615;491;3;2023-01-23 07:24:59
9964;3374;482;2;2023-04-13 23:00:35
9965;5480;479;3;2023-06-10 03:21:05
9966;384;525;1;2025-09-11 02:46:58
9967;2211;35;3;2022-07-04 19:32:47
9968;2760;87;5;2022-01-07 12:13:43
9969;14;781;4;2023-07-15 01:49:40
9970;125;699;4;2023-01-01 16:41:56
9971;371;989;5;2022-12-08 17:23:04
9972;7432;984;3;2021-12-19 23:21:43
9973;5303;843;1;2023-08-13 02:26:31
9974;1180;817;2;2025-01-07 00:36:11
9975;436;892;2;2024-04-28 13:54:42
9976;6951;243;2;2022-11-27 22:53:50
9977;8566;524;1;2025-06-07 18:44:37
9978;5029;340;5;2024-03-25 11:38:46
9979;3648;815;4;2022-05-30 03:17:52
9980;1035;791;3;2022-01-24 02:35:56
9981;452;485;2;2024-02-13 00:54:54
9982;9932;673;5;2022-08-12 13:59:15
9983;1015;732;5;2025-07-08 17:51:37
9984;2423;492;1;2024-12-31 20:56:57
9985;9374;184;2;2023-03-22 13:55:50
9986;3975;577;3;2022-05-26 16:43:34
9987;4522;258;5;2023-05-27 01:50:12
9988;310;369;3;2024-07-12 07:46:34
9989;2474;88;3;2022-05-11 20:42:14
9990;4223;786;2;2022-02-04 03:32:17
9991;5397;79;2;2024-07-26 15:17:58
9992;7687;105;5;2025-04-21 22:32:24
9993;8004;429;3;2025-06-07 12:16:33
9994;1357;91;2;2023-10-17 14:02:08
9995;1366;124;2;2023-03-08 06:33:20
9996;4786;442;4;2022-04-26 02:01:32
9997;3031;617;2;2021-12-21 07:42:56
9998;8054;633;2;2021-10-06 06:33:12
9999;5465;790;2;2025-05-08 04:25:36
10000;2301;712;4;2023-02-07 19:54:49
10001;1792;211;3;2024-09-03 08:57:04
10002;6277;105;2;2024-09-04 14:23:10
10003;2431;413;2;2021-12-05 05:47:28
10004;8557;493;5;2025-01-27 01:00:33
10005;1255;3;2;2024-12-23 13:48:17
10006;919;87;4;2024-07-14 11:10:33
10007;8480;505;3;2024-07-06 13:17:37
10008;979;543;3;2025-07-17 12:13:30
10009;7132;285;5;2022-07-25 23:21:55
10010;440;984;1;2022-04-07 07:49:51
10011;9382;615;5;2024-09-27 23:27:04
10012;8552;413;3;2021-11-05 04:30:02
10013;9574;825;5;2023-09-05 23:55:20
10014;5012;583;3;2023-06-18 11:02:29
10015;1507;423;1;2022-07-26 03:49:50
10016;9243;471;2;2022-08-19 00:49:57
10017;7217;606;3;2022-11-16 22:24:19
10018;5272;900;4;2021-11-22 02:03:30
10019;3991;590;5;2025-06-10 17:38:49
10020;593;968;2;2024-05-17 07:30:13
10021;1629;208;4;2022-01-12 07:23:02
10022;7192;70;2;2025-02-04 03:46:35
10023;4413;582;3;2024-04-14 05:33:03
10024;7810;379;2;2023-02-23 10:03:04
10025;829;17;4;2022-09-15 22:57:01
10026;7141;410;3;2022-02-01 00:38:10
10027;6796;263;2;2023-06-20 01:01:13
10028;1041;506;4;2024-10-01 17:10:31
10029;1917;256;3;2024-04-24 11:21:59
10030;5158;674;2;2024-03-22 05:51:24
10031;1965;479;4;2025-04-30 10:12:32
10032;2106;905;1;2025-04-28 02:17:22
10033;5296;278;4;2024-04-09 17:00:56
10034;2243;626;5;2024-12-25 02:10:07
10035;6905;751;1;2025-02-17 22:42:19
10036;3061;392;5;2024-08-08 14:03:41
10037;836;529;5;2023-10-28 22:26:02
10038;6914;337;5;2023-11-03 16:08:59
10039;2594;180;5;2024-06-14 12:17:15
10040;7433;335;1;2022-03-11 22:16:34
10041;3366;618;5;2025-05-25 16:31:39
10042;775;773;5;2024-12-19 20:37:54
10043;9768;133;4;2021-12-02 16:00:30
10044;7019;431;1;2024-04-25 12:41:05
10045;1681;525;2;2024-04-21 12:20:18
10046;7886;755;3;2024-04-24 21:33:08
10047;1241;581;4;2025-06-14 02:41:46
10048;6148;919;1;2023-09-20 20:47:17
10049;2133;164;4;2023-10-30 14:41:46
10050;3739;667;3;2021-09-23 07:01:39
10051;4010;283;2;2022-07-05 16:55:33
10052;1509;375;5;2022-02-26 12:46:34
10053;1341;962;4;2025-06-11 04:45:27
10054;4948;291;5;2023-10-03 21:00:48
10055;6918;564;4;2022-09-12 17:10:45
10056;8685;116;1;2024-12-27 07:54:13
10057;2537;614;3;2023-01-21 00:48:25
10058;3597;378;1;2023-04-20 00:34:03
10059;9853;551;5;2024-05-13 17:37:37
10060;3728;581;5;2023-04-10 05:22:25
10061;9694;949;2;2024-04-02 04:55:21
10062;8411;429;1;2023-06-29 18:23:54
10063;5457;233;4;2023-04-09 16:28:53
10064;7403;28;1;2023-02-09 23:13:33
10065;56;512;3;2022-12-27 08:35:23
10066;7962;82;1;2022-10-11 13:51:33
10067;5173;41;2;2022-09-05 00:25:19
10068;3959;884;4;2025-08-31 12:25:27
10069;5932;847;2;2022-10-18 06:03:43
10070;749;211;1;2025-02-17 23:04:34
10071;3285;904;3;2024-11-30 21:35:53
10072;2908;26;4;2025-03-27 01:09:43
10073;9060;0;5;2023-01-09 14:21:34
10074;1281;920;4;2024-12-14 12:00:51
10075;2005;714;1;2024-10-23 18:49:47
10076;9730;20;3;2024-11-14 07:10:24
10077;4469;744;2;2024-10-21 04:57:08
10078;5543;613;3;2022-12-06 15:50:23
10079;2187;454;1;2023-05-18 12:33:45
10080;8275;658;1;2024-02-12 00:09:19
10081;3611;620;5;2023-03-19 07:14:50
10082;2949;291;5;2025-06-10 02:06:31
10083;410;882;3;2022-01-16 19:27:08
